employee_id,first_name,last_name,gender,date_of_birth,national_id_type,national_id,email,phone,hire_date,termination_date,employment_status,contract_type,fte,job_title,job_level,department,manager_id,salary,currency,salary_period,bonus,salary_grade,city,country,work_mode,office_id,performance_rating,vacation_days_total,vacation_days_used,education_level,skills,languages,last_promotion_date,projects_count,emergency_contact,is_remote_eligible,tenure_years,age,annual_salary,annual_salary_usd
131,Damian,Pawlowski,M,1983-06-24,PESEL,83062499131,damian.pawlowski@globalcorp.com,+48 724 568 541,2009-11-02,,Probation,Fixed-term,1.0,Supply Chain Analyst,mid,Logistics,276.0,9749.05,PLN,Monthly,0.0,P2,Gdansk,Poland,Hybrid,39,3,26,0,Master,"Salesforce, Kotlin","Polish, English, Dutch",,2,Sylwia +48 729 352 192,False,,42,116988.6,29247.15
132,Charles,Williams,M,1986-06-05,SSN,399-32-4405,charles.williams@globalcorp.com,+1 (287) 392-8654,2021-03-24,,Active,Permanent,1.0,Marketing Director,manager,Marketing,,28106.18,USD,Monthly,0.0,P5,Philadelphia,USA,Remote,79,4,20,18,PhD,"Scrum, Lean Six Sigma, PRINCE2, Jira","English, German",2022-06-16,3,Aubrey +1 (695) 815-5688,False,,39,337274.16,337274.16
133,Émilie,Morel,F,1999-10-27,INSEE,2 99 10 27 01 634 2,emilie.morel@globalcorp.com,+33 6 07 60 01 06,2025-01-11,,Active,B2B,1.0,Finance Manager,manager,Finance,,11233.74,EUR,Monthly,21683.51,P5,Paris,France,Hybrid,78,4,20,11,Master,"AWS, Azure, PMP, Python, Photoshop","French, English",,3,Olivia +33 7 55 07 68 01,False,,25,156488.39,169007.46
134,Nina,Schäfer,F,1971-12-22,Steuer-ID,53 271 008 318,nina.schafer@globalcorp.com,+49 163 6462745,1994-02-13,2006-09-01,Terminated,Permanent,1.0,Sales Representative,mid,Sales,236.0,5592.82,EUR,Monthly,7933.41,P2,Cologne,Germany,Hybrid,26,3,26,1,Master,"Salesforce, Financial Analysis, Azure, Docker, Excel","German, English",,3,Eva +49 271 6286847,True,12.55,53,75047.25,81051.03
135,Elise,Lefevre,F,1977-11-03,INSEE,2 77 11 03 15 402 7,elise.lefevre@globalcorp.com,+33 6 97 34 00 50,2005-08-21,,Probation,Permanent,1.0,QA Specialist,mid,IT,194.0,5832.0,EUR,Monthly,7690.68,P2,Rennes,France,Hybrid,83,3,26,4,Master,"SQL, Project Management, Power BI","French, English, Dutch",2014-01-23,4,Pierre +33 7 61 74 56 73,True,,47,77674.68,83888.65
136,Martyna,Kruk,F,1988-03-10,PESEL,88031011868,martyna.kruk@globalcorp.com,+48 694 443 225,2017-04-10,2018-07-21,Terminated,Permanent,0.25,Logistics Coordinator,mid,Logistics,258.0,41.66,PLN,Hourly,14004.63,P2,Poznan,Poland,Remote,81,3,20,4,Master,"PMP, Power BI, Project Management, React, Salesforce",Polish,,3,Adam +48 519 968 300,True,1.28,37,97991.19,24497.8
137,Vikram,Pillai,M,1993-06-21,Aadhaar,6723 9806 8560,vikram.pillai@globalcorp.com,+91 85715 82874,2023-08-11,,Active,Permanent,1.0,Recruiter,mid,HR,439.0,89027.62,INR,Monthly,0.0,P2,Bangalore,India,Remote,8,4,20,7,Master,"Docker, AutoCAD, AWS, Power BI","Hindi, English, Italian",2025-04-28,4,Ishaan +91 92436 55585,False,,32,1068331.44,12819.98
138,Samuel,Jackson,M,1978-02-09,NINO,AA 19 67 29 A,samuel.jackson@globalcorp.com,+44 7918 970067,2001-08-10,,Active,Permanent,1.0,Content Manager,manager,Marketing,,10924.76,GBP,Monthly,0.0,P5,Leeds,UK,Hybrid,51,2,26,11,Bachelor,"SAP, Jira","English, Korean",2005-01-26,4,Amelia +44 7918 183992,False,,47,131097.12,166493.34
139,Jelle,Meijer,M,1979-03-09,BSN,617.263.772,jelle.meijer@globalcorp.com,+31 6 29817963,2002-06-22,2023-02-11,Terminated,Fixed-term,1.0,HR Specialist,mid,HR,422.0,6476.06,EUR,Monthly,6337.33,P2,Breda,Netherlands,Hybrid,18,3,26,11,Master,"React, Kotlin, AWS, Docker, PMP","Dutch, English",2004-06-05,0,Lily +31 6 13985239,True,20.64,46,84050.05,90774.05
140,Dariusz,Tomczak,M,1991-04-19,PESEL,91041965540,dariusz.tomczak@globalcorp.com,+48 512 216 138,2015-04-07,2019-12-10,Terminated,Fixed-term,1.0,Account Manager,manager,Sales,,26470.13,PLN,Monthly,24065.98,P5,Bydgoszcz,Poland,On-site,21,2,26,23,Master,"Java, ITIL, PMP, SAP, Financial Analysis","Polish, English",,3,Adrian +48 691 847 443,False,4.68,34,341707.54,85426.88
141,Mohammed,Scott,M,2005-02-18,NINO,HP 90 98 56 B,mohammed.scott@globalcorp.com,+44 7701 943283,2023-08-13,,Active,Permanent,1.0,Dispatcher,junior,Logistics,110.0,2727.53,GBP,Monthly,0.0,P1,Manchester,UK,On-site,62,3,20,19,Bachelor,"Negotiation, Excel, PRINCE2","English, Spanish, Russian",2025-06-02,0,Grace +44 7702 783280,False,,20,32730.36,41567.56
142,David,Perez,M,1985-04-21,NINO,CN 82 77 73 B,david.perez@globalcorp.com,+44 7803 654920,2009-03-25,,Active,Permanent,1.0,Sales Representative,mid,Sales,7.0,5201.38,GBP,Monthly,3594.69,P2,Glasgow,UK,On-site,41,3,26,18,Bachelor,"Jira, PMP, Azure",English,2012-11-23,3,Zara +44 7912 406336,True,,40,66011.25,83834.29
143,Brooklyn,Nelson,F,1977-07-22,SSN,375-85-9004,brooklyn.nelson@globalcorp.com,+1 (267) 612-4443,1999-06-11,,Active,B2B,1.0,DevOps Engineer,mid,IT,51.0,8580.8,USD,Monthly,5657.0,P2,Chicago,USA,On-site,25,2,26,17,High School,"ITIL, Docker, PRINCE2","English, Korean",2016-07-07,7,Isabella +1 (230) 988-8554,True,,47,108626.6,108626.6
144,Claire,Robert,F,1974-10-14,INSEE,2 74 10 14 40 972 1,claire.robert@globalcorp.com,+33 6 22 95 40 74,2019-11-25,,Active,Permanent,1.0,Treasury Specialist,mid,Finance,14.0,4543.91,EUR,Monthly,4948.71,P2,Lyon,France,On-site,59,2,20,18,Bachelor,"Lean Six Sigma, Docker","French, English",2025-05-24,5,Elise +33 7 24 13 53 78,False,,50,59475.63,64233.68
145,Logan,Adams,M,1983-06-03,NINO,NK 06 69 70 C,logan.adams@globalcorp.com,+44 7701 700252,2020-08-07,2025-02-21,Terminated,Permanent,1.0,Sales Manager,manager,Sales,,12514.89,GBP,Monthly,0.0,P5,London,UK,Remote,56,4,20,5,Master,"React, Accounting, Project Management",English,,2,Eleanor +44 7700 373198,True,4.54,42,150178.68,190726.92
146,Tobias,Schneider,M,1993-04-14,Steuer-ID,74 486 642 596,tobias.schneider@globalcorp.com,+49 163 5798778,2013-05-02,,Active,Permanent,0.5,Business Development Manager,manager,Sales,,16167.94,EUR,Monthly,0.0,P5,Cologne,Germany,Remote,26,2,26,15,Bachelor,"Python, SQL","German, English",2016-03-12,3,Barbara +49 41 2140285,False,,32,194015.28,209536.5
147,Eva,Weber,F,2005-10-08,Steuer-ID,71 929 498 796,eva.weber@globalcorp.com,+49 92 5175827,2024-09-10,,Active,Fixed-term,0.5,Operations Analyst,mid,Operations,308.0,4142.6,EUR,Monthly,0.0,P2,Frankfurt,Germany,Remote,38,3,20,13,Master,"AWS, Azure, SAP","German, Japanese",,3,Thomas +49 251 3579301,True,,19,49711.2,53688.1
148,Emmanuel,Bertrand,M,1981-06-17,INSEE,1 81 06 17 81 254 2,emmanuel.bertrand@globalcorp.com,+33 6 20 53 16 13,2016-04-13,,Active,Contractor,1.0,Bookkeeper,junior,Finance,353.0,43676.66,EUR,Annual,0.0,P1,Marseille,France,Hybrid,63,3,20,5,High School,"Lean Six Sigma, Oracle, Docker, Figma","French, English",,1,Guillaume +33 7 45 02 23 85,False,,44,43676.66,47170.79
149,Henry,Williams,M,1985-12-15,NINO,BN 87 55 68 D,henry.williams@globalcorp.com,+44 7922 159681,2017-06-21,2020-09-20,Terminated,Fixed-term,1.0,Operations Manager,manager,Operations,,13261.36,GBP,Monthly,0.0,P5,London,UK,Hybrid,56,4,20,19,PhD,"SQL, Negotiation, Azure",English,,3,Poppy +44 7703 793011,False,3.25,39,159136.32,202103.13
150,Krystyna,Wisniewski,F,2002-01-20,PESEL,02212019858,krystyna.wisniewski@globalcorp.com,+48 602 385 557,2025-05-28,,Active,Internship,1.0,Marketing Director,manager,Marketing,,154.07,PLN,Hourly,10273.65,P5,Warsaw,Poland,On-site,102,4,20,4,Master,"Java, Python, Jira, Photoshop, Kotlin","Polish, English, Italian",,4,Filip +48 728 648 134,False,,23,320878.77,80219.69
151,Eline,de Jong,F,1987-12-16,BSN,418.463.578,eline.dejong@globalcorp.com,+31 6 29730245,2018-06-27,,Active,Contractor,1.0,Treasury Specialist,mid,Finance,313.0,4881.12,EUR,Monthly,2122.63,P2,Amsterdam,Netherlands,Hybrid,4,2,20,1,Master,"Negotiation, Azure, Java, Tableau, AWS","Dutch, English, Portuguese",2021-02-15,2,Gwen +31 6 31000979,False,,37,60696.07,65551.76
152,Anthony,Lee,M,1987-08-19,SSN,187-67-9146,anthony.lee@globalcorp.com,+1 (204) 957-5812,2019-04-12,,Active,Permanent,1.0,Business Development Manager,manager,Sales,,19708.81,USD,Monthly,46034.95,P5,Dallas,USA,Hybrid,28,4,20,6,Master,"Lean Six Sigma, Power BI, Salesforce",English,2020-12-28,1,Julia +1 (628) 684-6193,True,,37,282540.67,282540.67
153,Sebastian,Walczak,M,1999-02-03,PESEL,99020367712,sebastian.walczak@globalcorp.com,+48 513 204 192,2017-05-14,,Active,Permanent,1.0,QA Specialist,mid,IT,259.0,10183.09,PLN,Monthly,16629.95,P2,Warsaw,Poland,Hybrid,102,3,20,17,High School,"Figma, Java, Kotlin","Polish, English",2018-09-22,3,Damian +48 607 730 404,True,,26,138827.03,34706.76
154,Amélie,Bernard,F,1985-09-15,INSEE,2 85 09 15 19 282 5,amelie.bernard@globalcorp.com,+33 6 36 37 22 23,2005-06-06,,Active,Permanent,1.0,HR Business Partner,senior,HR,422.0,7347.84,EUR,Monthly,0.0,P3,Paris,France,Remote,78,3,26,10,Master,"Python, SQL, PMP","French, English, Russian",2013-06-24,0,Mathilde +33 6 44 08 14 99,False,,39,88174.08,95228.01
155,Franciszek,Kucharski,M,1975-05-16,PESEL,75051619570,franciszek.kucharski@globalcorp.com,+48 729 321 345,2013-04-02,,Active,Permanent,1.0,Treasury Specialist,mid,Finance,436.0,8419.6,PLN,Monthly,7424.95,P2,Torun,Poland,Remote,95,4,26,5,Master,"Accounting, Project Management","Polish, English",2017-09-22,3,Jan +48 661 608 728,True,,50,108460.15,27115.04
156,Noa,Ramos,F,1997-12-30,DNI,95574453T,noa.ramos@globalcorp.com,+34 687 688368,2024-08-14,,On Leave,Fixed-term,1.0,Legal Counsel,mid,Legal,330.0,21.27,EUR,Hourly,3887.74,P2,Barcelona,Spain,Hybrid,9,4,20,18,High School,"Java, Power BI, Salesforce","Spanish, English",,7,Jesús +34 637 850872,False,,27,46768.06,50509.5
157,Hans,Meyer,M,1969-08-06,Steuer-ID,05 802 285 562,hans.meyer@globalcorp.com,+49 172 8813608,2002-09-19,,On Leave,Permanent,0.25,Compliance Officer,senior,Legal,330.0,7836.33,EUR,Monthly,13947.34,P3,Dortmund,Germany,Hybrid,31,3,26,4,MBA,"Docker, AWS, PMP",German,2019-07-20,1,Karin +49 90 8995280,True,,55,107983.3,116621.96
158,Adriana,López,F,1995-02-03,DNI,70186140F,adriana.lopez@globalcorp.com,+34 611 245903,2021-01-25,,Active,Permanent,0.5,Process Engineer,mid,Operations,256.0,3920.6,EUR,Monthly,7388.41,P2,Seville,Spain,On-site,89,3,20,3,High School,"PRINCE2, SQL, Accounting, AWS, Docker","Spanish, English, Hindi, Russian",2024-05-20,1,Nadia +34 635 976805,True,,30,54435.61,58790.46
159,Andrea,Caruso,M,1984-08-14,Codice Fiscale,CRSNDR84M14703M,andrea.caruso@globalcorp.com,+39 349 7221459,2007-06-04,2025-01-02,Terminated,Permanent,1.0,Legal Counsel,mid,Legal,498.0,3628.64,EUR,Monthly,0.0,P2,Bologna,Italy,On-site,15,2,26,24,Master,"Project Management, Salesforce, PRINCE2, Python, AutoCAD",Italian,2013-12-18,1,Vittorio +39 368 9484470,True,17.58,40,43543.68,47027.17
160,Elena,Rinaldi,F,1981-07-23,Codice Fiscale,RNLLNE81L63779B,elena.rinaldi@globalcorp.com,+39 331 7779992,2011-05-24,,Active,Fixed-term,1.0,Legal Counsel,mid,Legal,406.0,4601.1,EUR,Monthly,0.0,P2,Palermo,Italy,On-site,76,3,26,8,Bachelor,"ITIL, React, Kotlin","Italian, English, Polish",2012-12-15,3,Antonio +39 389 8396799,False,,43,55213.2,59630.26
161,Lena,Sikora,F,1981-03-18,PESEL,81031835032,lena.sikora@globalcorp.com,+48 518 802 186,2018-12-16,,Active,Fixed-term,1.0,Contract Specialist,mid,Legal,309.0,10041.44,PLN,Monthly,0.0,P2,Warsaw,Poland,On-site,102,5,20,0,Master,"Docker, Project Management, Negotiation","Polish, English, Hindi",2023-12-22,7,Zuzanna +48 723 240 371,True,,44,120497.28,30124.32
162,Jack,Green,M,1983-02-27,SSN,213-39-2723,jack.green@globalcorp.com,+1 (571) 711-3389,2017-03-19,2022-03-28,Terminated,Internship,1.0,Finance Manager,manager,Finance,,32583.67,USD,Monthly,30973.68,P5,Denver,USA,Hybrid,30,3,20,9,High School,"Lean Six Sigma, Jira","English, German",,4,Aaron +1 (685) 549-5271,True,5.02,42,421977.72,421977.72
163,Aleksandra,Wojcik,F,1980-05-20,PESEL,80052032242,aleksandra.wojcik@globalcorp.com,+48 693 719 684,2001-06-23,,Active,Permanent,1.0,Solution Architect,lead,IT,349.0,25306.62,PLN,Monthly,0.0,P4,Katowice,Poland,Hybrid,48,5,26,20,High School,"Docker, Figma, Project Management, Power BI, PMP","Polish, English, French, Russian",2009-01-13,0,Katarzyna +48 728 165 924,True,,45,303679.44,75919.86
164,Kamila,Grabowski,F,1989-05-20,PESEL,89052087276,kamila.grabowski@globalcorp.com,+48 662 795 757,2023-04-21,,Active,Permanent,0.75,Machine Operator,junior,Operations,189.0,5471.42,PLN,Monthly,3815.01,P1,Krakow,Poland,On-site,49,2,20,15,Master,"PRINCE2, SQL, Azure, Financial Analysis","Polish, Spanish",2025-03-15,6,Pawel +48 722 622 498,False,,36,69472.05,17368.01
165,Jeanne,André,F,1980-04-23,INSEE,2 80 04 23 29 947 7,jeanne.andre@globalcorp.com,+33 6 79 87 78 27,2023-07-07,,Active,Internship,1.0,Machine Operator,junior,Operations,365.0,2785.08,EUR,Monthly,5969.9,P1,Montpellier,France,Remote,66,4,20,1,MBA,"Project Management, SQL, Photoshop, Oracle, Kubernetes","French, English",,0,François +33 6 73 20 83 33,True,,45,39390.86,42542.13
166,Markus,Becker,M,1965-03-29,Steuer-ID,29 352 738 051,markus.becker@globalcorp.com,+49 172 4226100,2003-05-26,,Active,Fixed-term,1.0,Legal Assistant,junior,Legal,498.0,4896.64,EUR,Monthly,3595.79,P1,Cologne,Germany,Hybrid,26,5,26,7,Bachelor,"Kubernetes, Figma, Lean Six Sigma, Tableau, Jira","German, English, Italian",2013-05-19,2,Claudia +49 271 5897385,True,,60,62355.47,67343.91
167,Jacob,van der Meer,M,1984-02-22,BSN,846.850.229,jacob.vandermeer@globalcorp.com,+31 6 53547292,2010-02-06,,On Leave,Fixed-term,0.25,Quality Inspector,mid,Operations,371.0,6610.02,EUR,Monthly,0.0,P2,Breda,Netherlands,Hybrid,18,4,26,16,Master,"Java, Salesforce, Photoshop, Python, Scrum",Dutch,,4,Luuk +31 6 28765198,True,,41,79320.24,85665.86
168,Jolie,van der Meer,Other,1994-05-31,BSN,323.193.158,jolie.vandermeer@globalcorp.com,+31 6 44802653,2019-05-12,,Active,Permanent,1.0,Forklift Operator,junior,Logistics,83.0,3518.99,EUR,Monthly,0.0,P1,Tilburg,Netherlands,Hybrid,94,2,20,13,Master,"Financial Analysis, Kotlin, Figma, SAP, AutoCAD","Dutch, English, Hindi",2023-12-06,2,Tijn +31 6 58613756,True,,31,42227.88,45606.11
169,Marina,Richter,F,1965-09-09,Steuer-ID,38 672 039 778,marina.richter@globalcorp.com,+49 173 1873273,2017-03-10,,Active,Permanent,1.0,Bookkeeper,junior,Finance,129.0,22.23,EUR,Hourly,4308.62,P1,Berlin,Germany,Hybrid,11,3,20,13,Master,"Kotlin, Figma, AutoCAD, PMP",German,2019-07-30,2,Helga +49 301 8537044,True,,59,49124.3,53054.24
170,Kavya,Shah,F,1984-09-08,Aadhaar,3395 2280 0701,kavya.shah@globalcorp.com,+91 84502 03916,2013-01-02,,Active,Contractor,0.8,Key Account Manager,manager,Sales,,3594450.71,INR,Annual,0.0,P5,Jaipur,India,Hybrid,47,2,26,9,Bachelor,"Java, Oracle, Lean Six Sigma, Negotiation","Hindi, English",2014-11-13,4,Aditya +91 77110 45404,False,,40,3594450.71,43133.41
171,Helga,Wagner,F,1980-10-31,Steuer-ID,94 740 170 533,helga.wagner@globalcorp.com,+49 151 6056621,1999-08-17,,On Leave,Fixed-term,0.8,Controller,senior,Finance,373.0,8685.65,EUR,Monthly,10973.46,P3,Essen,Germany,Hybrid,36,3,26,23,Master,"Accounting, React, Project Management","German, English, Italian, Spanish",2010-11-29,3,Petra +49 152 7983893,True,,44,115201.26,124417.36
172,Mark,Rodriguez,M,1994-02-15,NINO,ZP 63 36 02 C,mark.rodriguez@globalcorp.com,+44 7920 406991,2013-02-03,,Active,Fixed-term,1.0,Legal Counsel,mid,Legal,119.0,5392.66,GBP,Monthly,5105.51,P2,Newcastle,UK,Remote,73,5,26,2,MBA,"Oracle, PRINCE2, Tableau","English, German",2015-12-23,1,Liam +44 7402 145661,False,,31,69817.43,88668.14
173,Ulrike,Fischer,Other,1982-09-26,Steuer-ID,60 752 794 225,ulrike.fischer@globalcorp.com,+49 172 6134841,2020-10-30,,Active,Permanent,0.8,Logistics Coordinator,mid,Logistics,225.0,4905.44,EUR,Monthly,3715.68,P2,Berlin,Germany,Hybrid,11,3,20,17,Bachelor,"SAP, React, Project Management","German, English",2023-09-26,4,Alexander +49 241 5481698,False,,42,62580.96,67587.44
174,Nathan,Brown,M,1992-04-07,SSN,043-48-0248,nathan.brown@globalcorp.com,+1 (422) 912-8640,2022-04-02,,Active,Permanent,1.0,HR Business Partner,senior,HR,69.0,11745.86,USD,Monthly,0.0,P3,Seattle,USA,Hybrid,88,2,20,19,Bachelor,"Azure, Docker, Power BI, SQL, Negotiation","English, Spanish",2023-09-21,3,Camila +1 (264) 722-7657,True,,33,140950.32,140950.32
175,Franciszek,Zielinski,M,1991-09-25,PESEL,91092513549,franciszek.zielinski@globalcorp.com,+48 695 674 641,2021-11-25,,Active,Permanent,1.0,Mid Developer,mid,IT,163.0,8046.28,PLN,Monthly,16348.69,P2,Gdansk,Poland,On-site,39,3,20,14,PhD,"Photoshop, SAP, Kotlin, AutoCAD, Accounting","Polish, English",2025-05-19,2,Artur +48 696 206 494,False,,33,112904.05,28226.01
176,Dagmara,Zielinski,F,1991-12-14,PESEL,91121477084,dagmara.zielinski@globalcorp.com,+48 721 513 971,2011-12-01,,Active,B2B,1.0,Dispatcher,junior,Logistics,83.0,4521.24,PLN,Monthly,2913.52,P1,Krakow,Poland,Remote,49,3,26,11,Bachelor,"Jira, PMP, ITIL, Photoshop","Polish, English, Spanish",2020-04-15,1,Hanna +48 730 577 491,False,,33,57168.4,14292.1
177,Alfie,Scott,M,2000-06-30,NINO,BG 45 96 50 A,alfie.scott@globalcorp.com,+44 7700 108044,2019-09-07,,Active,Permanent,0.8,Marketing Specialist,mid,Marketing,64.0,5282.74,GBP,Monthly,0.0,P2,Edinburgh,UK,Hybrid,34,3,20,7,Bachelor,"Project Management, Tableau, SAP, Power BI",English,2025-01-03,3,Mia +44 7451 284627,True,,25,63392.88,80508.96
178,Abhinav,Shah,M,1982-07-25,Aadhaar,8632 6848 7781,abhinav.shah@globalcorp.com,+91 86934 53747,2010-05-26,,Active,Permanent,0.75,Forklift Operator,junior,Logistics,219.0,503063.23,INR,Annual,86524.29,P1,Chennai,India,Hybrid,24,3,26,11,Bachelor,"Python, Photoshop, SQL, Oracle, AutoCAD","Hindi, Russian, English",,3,Shivam +91 60316 54404,False,,42,589587.52,7075.05
179,Julia,Roberts,F,1985-01-10,SSN,862-99-5780,julia.roberts@globalcorp.com,+1 (540) 379-9914,2008-03-18,,Active,Permanent,1.0,Copywriter,mid,Marketing,311.0,8349.47,USD,Monthly,0.0,P2,Denver,USA,Remote,30,4,26,4,Master,"Oracle, Azure",English,2019-11-17,4,Brandon +1 (483) 741-9876,False,,40,100193.64,100193.64
180,Sofia,Romano,F,1989-01-18,Codice Fiscale,RMNSFO89A58778I,sofia.romano@globalcorp.com,+39 354 7361003,2014-03-08,2022-11-22,Terminated,Contractor,1.0,Controller,senior,Finance,344.0,57509.92,EUR,Annual,0.0,P3,Bologna,Italy,Hybrid,15,2,26,5,PhD,"AWS, Azure, PRINCE2",Italian,2022-06-07,3,Marco +39 337 7025341,True,8.71,36,57509.92,62110.71
181,Zoe,Allen,F,1985-07-20,SSN,799-85-8978,zoe.allen@globalcorp.com,+1 (672) 486-9748,2015-10-21,,Active,Permanent,0.8,Forklift Operator,junior,Logistics,380.0,6821.34,USD,Monthly,9394.97,P1,Chicago,USA,On-site,25,3,20,13,Master,"Negotiation, Figma, Excel, Accounting","English, Dutch",2017-07-21,1,Nora +1 (435) 869-3832,True,,39,91251.05,91251.05
182,Bella,Lee,F,1982-09-23,SSN,749-38-7302,bella.lee@globalcorp.com,+1 (496) 993-4876,2007-08-31,,Active,Permanent,1.0,Process Engineer,mid,Operations,472.0,11166.51,USD,Monthly,11746.46,P2,Miami,USA,Hybrid,64,3,26,14,Master,"Salesforce, AutoCAD, Photoshop","English, Spanish",2014-04-29,2,Chloe +1 (367) 409-9852,True,,42,145744.58,145744.58
183,Sienna,Moore,F,1975-06-10,NINO,KW 89 54 16 C,sienna.moore@globalcorp.com,+44 7400 133040,1997-05-25,,Active,Fixed-term,1.0,Logistics Coordinator,mid,Logistics,225.0,4358.24,GBP,Monthly,3559.99,P2,Leeds,UK,Hybrid,51,2,26,13,Bachelor,"Negotiation, Figma, PRINCE2",English,2004-07-13,4,Oscar +44 7400 794911,True,,50,55858.87,70940.76
184,Claudia,Werner,F,1985-06-06,Steuer-ID,56 814 787 789,claudia.werner@globalcorp.com,+49 97 5750347,2012-04-23,,Active,B2B,0.75,Data Analyst,mid,IT,299.0,5129.16,EUR,Monthly,7459.74,P2,Cologne,Germany,Remote,26,3,26,12,High School,"Project Management, SAP, Financial Analysis","German, English, Dutch",2015-10-03,3,Felix +49 162 8526610,True,,40,69009.66,74530.43
185,Valerio,Leone,M,1970-12-14,Codice Fiscale,LNEVLR70T14646G,valerio.leone@globalcorp.com,+39 345 8302427,2015-05-11,2023-01-14,Terminated,Fixed-term,1.0,Shift Leader,lead,Operations,94.0,7091.27,EUR,Monthly,12494.99,P4,Naples,Italy,Hybrid,71,4,26,2,Bachelor,"Negotiation, Kubernetes, PMP, ITIL, SAP","Italian, English, French",,2,Niccolò +39 328 9781797,True,7.68,54,97590.23,105397.45
186,Valentina,Ramírez,F,1964-02-22,DNI,25717592G,valentina.ramirez@globalcorp.com,+34 645 694510,2008-12-07,2012-05-05,Terminated,Contractor,1.0,Inside Sales Specialist,junior,Sales,118.0,2533.13,EUR,Monthly,3083.93,P1,Madrid,Spain,Hybrid,60,3,26,23,Bachelor,"Lean Six Sigma, PMP, Jira","Spanish, English",2011-07-05,4,Jorge +34 646 336506,False,3.41,61,33481.49,36160.01
187,Ingrid,Meyer,F,1973-03-01,Steuer-ID,94 565 917 922,ingrid.meyer@globalcorp.com,+49 391 2785787,2002-03-14,2021-03-18,Terminated,Permanent,1.0,Logistics Manager,manager,Logistics,,16482.84,EUR,Monthly,0.0,P5,Stuttgart,Germany,Hybrid,91,4,26,25,High School,"Docker, Excel, SQL, Salesforce","German, English, Arabic",2016-03-16,6,Christina +49 40 7819459,True,19.01,52,197794.08,213617.61
188,Maciej,Szymanski,M,1991-02-05,PESEL,91020552774,maciej.szymanski@globalcorp.com,+48 515 754 119,2014-03-15,,Active,Contractor,1.0,Dispatcher,junior,Logistics,219.0,4432.85,PLN,Monthly,2971.99,P1,Wroclaw,Poland,Hybrid,103,3,26,6,Master,"Photoshop, Project Management, SAP, Lean Six Sigma, AWS",Polish,,2,Rafal +48 693 855 855,True,,34,56166.19,14041.55
189,Leonardo,Moretti,M,1987-11-09,Codice Fiscale,MRTLNR87S09962U,leonardo.moretti@globalcorp.com,+39 370 2169404,2017-04-26,,Active,Contractor,0.8,Quality Inspector,mid,Operations,308.0,3909.15,EUR,Monthly,0.0,P2,Venice,Italy,On-site,100,3,20,6,Bachelor,"SQL, Azure, Excel","Italian, Mandarin",,3,Giulia +39 346 5779911,False,,37,46909.8,50662.58
190,Ulrich,Schulz,M,1991-01-02,Steuer-ID,77 462 410 885,ulrich.schulz@globalcorp.com,+49 176 7369825,2011-11-07,,Active,Permanent,1.0,Bookkeeper,junior,Finance,144.0,4051.4,EUR,Monthly,4949.16,P1,Essen,Germany,Remote,36,5,26,17,High School,"AutoCAD, Accounting, SQL, Figma","German, English",,4,Ulrike +49 176 7232574,True,,34,53565.96,57851.24
191,Charlotte,Lopez,F,1978-10-01,SSN,014-09-1118,charlotte.lopez@globalcorp.com,+1 (697) 824-6497,2020-09-17,,Probation,Fixed-term,1.0,Training Coordinator,mid,HR,439.0,8102.23,USD,Monthly,13684.9,P2,Austin,USA,On-site,7,5,20,0,Bachelor,"Accounting, Excel, Salesforce, Project Management, Negotiation","English, Japanese",2022-08-29,2,Harper +1 (584) 891-4853,True,,46,110911.66,110911.66
192,Adam,Witkowski,M,1995-02-05,PESEL,95020574527,adam.witkowski@globalcorp.com,+48 514 854 293,2023-11-16,,Active,Permanent,1.0,Marketing Director,manager,Marketing,,21780.97,PLN,Monthly,24626.63,P5,Warsaw,Poland,Remote,102,2,20,2,Bachelor,"Photoshop, ITIL, Salesforce, Azure, Kotlin","Polish, English",2025-06-14,4,Martyna +48 694 146 840,True,,30,285998.27,71499.57
193,Oliwia,Witkowski,F,1971-03-14,PESEL,71031432483,oliwia.witkowski@globalcorp.com,+48 517 889 275,1990-02-13,,On Leave,Permanent,1.0,Bookkeeper,junior,Finance,243.0,4948.21,PLN,Monthly,10761.99,P1,Lodz,Poland,Remote,55,5,26,24,Bachelor,"ITIL, Photoshop, Figma, Salesforce",Polish,2024-01-04,3,Julia +48 601 732 559,True,,54,70140.51,17535.13
194,Gwen,Kok,F,1974-05-03,BSN,693.946.684,gwen.kok@globalcorp.com,+31 6 35373725,2024-07-11,,Active,Permanent,1.0,Scrum Master,lead,IT,349.0,7470.73,EUR,Monthly,15509.36,P4,Amsterdam,Netherlands,On-site,4,4,20,3,Bachelor,"SAP, Kotlin, Lean Six Sigma, Jira","Dutch, Hindi",,4,Nora +31 6 23371305,True,,51,105158.12,113570.77
195,Grzegorz,Stepien,M,1995-08-28,PESEL,95082881331,grzegorz.stepien@globalcorp.com,+48 723 139 195,2013-12-07,,Active,Permanent,1.0,Dispatcher,junior,Logistics,461.0,4468.92,PLN,Monthly,3821.65,P1,Katowice,Poland,Hybrid,48,2,26,15,Bachelor,"Python, Oracle, SAP, Jira, Kubernetes","Polish, English, Russian",,3,Artur +48 723 985 719,True,,29,57448.69,14362.17
